Rok,OW NFZ,Płeć,Grupa wiekowa,Liczba pacjentów
2016,01,Mężczyzna,0-13,5284
2016,01,Mężczyzna,14-18,2808
2016,01,Mężczyzna,19-25,3695
2016,01,Mężczyzna,26-39,12315
2016,01,Mężczyzna,40-54,13089
2016,01,Mężczyzna,55-69,12838
2016,01,Mężczyzna,70-84,3356
2016,01,Mężczyzna,85+,691
2016,01,Kobieta,0-13,2269
2016,01,Kobieta,14-18,2549
2016,01,Kobieta,19-25,3656
2016,01,Kobieta,26-39,11773
2016,01,Kobieta,40-54,14708
2016,01,Kobieta,55-69,19292
2016,01,Kobieta,70-84,8790
2016,01,Kobieta,85+,2605
2016,01,Kobieta,BRAK,<5
2016,02,Mężczyzna,0-13,5506
2016,02,Mężczyzna,14-18,2794
2016,02,Mężczyzna,19-25,3127
2016,02,Mężczyzna,26-39,9565
2016,02,Mężczyzna,40-54,11896
2016,02,Mężczyzna,55-69,11556
2016,02,Mężczyzna,70-84,2863
2016,02,Mężczyzna,85+,467
2016,02,Kobieta,0-13,2457
2016,02,Kobieta,14-18,2398
2016,02,Kobieta,19-25,3192
2016,02,Kobieta,26-39,10106
2016,02,Kobieta,40-54,15538
2016,02,Kobieta,55-69,18269
2016,02,Kobieta,70-84,7323
2016,02,Kobieta,85+,1636
2016,03,Mężczyzna,0-13,3089
2016,03,Mężczyzna,14-18,1415
2016,03,Mężczyzna,19-25,2518
2016,03,Mężczyzna,26-39,8938
2016,03,Mężczyzna,40-54,11576
2016,03,Mężczyzna,55-69,10977
2016,03,Mężczyzna,70-84,2291
2016,03,Mężczyzna,85+,373
2016,03,Kobieta,0-13,1351
2016,03,Kobieta,14-18,1400
2016,03,Kobieta,19-25,2432
2016,03,Kobieta,26-39,7764
2016,03,Kobieta,40-54,11786
2016,03,Kobieta,55-69,14054
2016,03,Kobieta,70-84,5721
2016,03,Kobieta,85+,1261
2016,04,Mężczyzna,0-13,1012
2016,04,Mężczyzna,14-18,967
2016,04,Mężczyzna,19-25,1698
2016,04,Mężczyzna,26-39,6147
2016,04,Mężczyzna,40-54,6610
2016,04,Mężczyzna,55-69,5403
2016,04,Mężczyzna,70-84,1128
2016,04,Mężczyzna,85+,208
2016,04,Kobieta,0-13,395
2016,04,Kobieta,14-18,836
2016,04,Kobieta,19-25,1348
2016,04,Kobieta,26-39,5225
2016,04,Kobieta,40-54,6641
2016,04,Kobieta,55-69,7260
2016,04,Kobieta,70-84,2888
2016,04,Kobieta,85+,798
2016,05,Mężczyzna,0-13,3676
2016,05,Mężczyzna,14-18,1855
2016,05,Mężczyzna,19-25,3313
2016,05,Mężczyzna,26-39,11487
2016,05,Mężczyzna,40-54,13622
2016,05,Mężczyzna,55-69,13214
2016,05,Mężczyzna,70-84,3543
2016,05,Mężczyzna,85+,752
2016,05,Kobieta,0-13,1560
2016,05,Kobieta,14-18,1693
2016,05,Kobieta,19-25,3116
2016,05,Kobieta,26-39,10828
2016,05,Kobieta,40-54,16501
2016,05,Kobieta,55-69,20911
2016,05,Kobieta,70-84,9924
2016,05,Kobieta,85+,2901
2016,06,Mężczyzna,0-13,5907
2016,06,Mężczyzna,14-18,2663
2016,06,Mężczyzna,19-25,3971
2016,06,Mężczyzna,26-39,13157
2016,06,Mężczyzna,40-54,18149
2016,06,Mężczyzna,55-69,16403
2016,06,Mężczyzna,70-84,3997
2016,06,Mężczyzna,85+,592
2016,06,Kobieta,0-13,2939
2016,06,Kobieta,14-18,2675
2016,06,Kobieta,19-25,4207
2016,06,Kobieta,26-39,12444
2016,06,Kobieta,40-54,18715
2016,06,Kobieta,55-69,22048
2016,06,Kobieta,70-84,9311
2016,06,Kobieta,85+,1962
2016,07,Mężczyzna,0-13,11420
2016,07,Mężczyzna,14-18,4319
2016,07,Mężczyzna,19-25,6438
2016,07,Mężczyzna,26-39,23119
2016,07,Mężczyzna,40-54,23576
2016,07,Mężczyzna,55-69,21261
2016,07,Mężczyzna,70-84,6466
2016,07,Mężczyzna,85+,1376
2016,07,Mężczyzna,BRAK,6
2016,07,Kobieta,0-13,4747
2016,07,Kobieta,14-18,4256
2016,07,Kobieta,19-25,6447
2016,07,Kobieta,26-39,22870
2016,07,Kobieta,40-54,28086
2016,07,Kobieta,55-69,33934
2016,07,Kobieta,70-84,16386
2016,07,Kobieta,85+,4155
2016,07,Kobieta,BRAK,<5
2016,08,Mężczyzna,0-13,1246
2016,08,Mężczyzna,14-18,684
2016,08,Mężczyzna,19-25,1203
2016,08,Mężczyzna,26-39,4296
2016,08,Mężczyzna,40-54,5006
2016,08,Mężczyzna,55-69,4374
2016,08,Mężczyzna,70-84,1271
2016,08,Mężczyzna,85+,180
2016,08,Mężczyzna,BRAK,<5
2016,08,Kobieta,0-13,508
2016,08,Kobieta,14-18,686
2016,08,Kobieta,19-25,1040
2016,08,Kobieta,26-39,3767
2016,08,Kobieta,40-54,5281
2016,08,Kobieta,55-69,6353
2016,08,Kobieta,70-84,3310
2016,08,Kobieta,85+,715
2016,08,Kobieta,BRAK,<5
2016,09,Mężczyzna,0-13,3064
2016,09,Mężczyzna,14-18,1406
2016,09,Mężczyzna,19-25,2353
2016,09,Mężczyzna,26-39,9371
2016,09,Mężczyzna,40-54,15023
2016,09,Mężczyzna,55-69,13424
2016,09,Mężczyzna,70-84,2125
2016,09,Mężczyzna,85+,277
2016,09,Kobieta,0-13,1247
2016,09,Kobieta,14-18,1288
2016,09,Kobieta,19-25,2167
2016,09,Kobieta,26-39,8049
2016,09,Kobieta,40-54,13911
2016,09,Kobieta,55-69,14227
2016,09,Kobieta,70-84,4919
2016,09,Kobieta,85+,874
2016,10,Mężczyzna,0-13,1825
2016,10,Mężczyzna,14-18,945
2016,10,Mężczyzna,19-25,1696
2016,10,Mężczyzna,26-39,5916
2016,10,Mężczyzna,40-54,6868
2016,10,Mężczyzna,55-69,6125
2016,10,Mężczyzna,70-84,1941
2016,10,Mężczyzna,85+,423
2016,10,Kobieta,0-13,601
2016,10,Kobieta,14-18,750
2016,10,Kobieta,19-25,1566
2016,10,Kobieta,26-39,5406
2016,10,Kobieta,40-54,7877
2016,10,Kobieta,55-69,9365
2016,10,Kobieta,70-84,5094
2016,10,Kobieta,85+,1472
2016,10,Kobieta,BRAK,<5
2016,11,Mężczyzna,0-13,4218
2016,11,Mężczyzna,14-18,2296
2016,11,Mężczyzna,19-25,3554
2016,11,Mężczyzna,26-39,11246
2016,11,Mężczyzna,40-54,13347
2016,11,Mężczyzna,55-69,11418
2016,11,Mężczyzna,70-84,2981
2016,11,Mężczyzna,85+,560
2016,11,Kobieta,0-13,1615
2016,11,Kobieta,14-18,2159
2016,11,Kobieta,19-25,3800
2016,11,Kobieta,26-39,12801
2016,11,Kobieta,40-54,16131
2016,11,Kobieta,55-69,17436
2016,11,Kobieta,70-84,7616
2016,11,Kobieta,85+,1787
2016,12,Mężczyzna,0-13,7191
2016,12,Mężczyzna,14-18,3778
2016,12,Mężczyzna,19-25,5536
2016,12,Mężczyzna,26-39,19526
2016,12,Mężczyzna,40-54,22247
2016,12,Mężczyzna,55-69,19617
2016,12,Mężczyzna,70-84,4782
2016,12,Mężczyzna,85+,543
2016,12,Kobieta,0-13,2704
2016,12,Kobieta,14-18,3381
2016,12,Kobieta,19-25,5464
2016,12,Kobieta,26-39,19874
2016,12,Kobieta,40-54,26617
2016,12,Kobieta,55-69,30450
2016,12,Kobieta,70-84,11413
2016,12,Kobieta,85+,2092
2016,13,Mężczyzna,0-13,1481
2016,13,Mężczyzna,14-18,1033
2016,13,Mężczyzna,19-25,1780
2016,13,Mężczyzna,26-39,6009
2016,13,Mężczyzna,40-54,7687
2016,13,Mężczyzna,55-69,7201
2016,13,Mężczyzna,70-84,1505
2016,13,Mężczyzna,85+,230
2016,13,Kobieta,0-13,615
2016,13,Kobieta,14-18,814
2016,13,Kobieta,19-25,1269
2016,13,Kobieta,26-39,4893
2016,13,Kobieta,40-54,7365
2016,13,Kobieta,55-69,8673
2016,13,Kobieta,70-84,3693
2016,13,Kobieta,85+,703
2016,13,Kobieta,BRAK,<5
2016,14,Mężczyzna,0-13,2218
2016,14,Mężczyzna,14-18,1080
2016,14,Mężczyzna,19-25,1594
2016,14,Mężczyzna,26-39,5758
2016,14,Mężczyzna,40-54,7951
2016,14,Mężczyzna,55-69,6529
2016,14,Mężczyzna,70-84,1258
2016,14,Mężczyzna,85+,224
2016,14,Kobieta,0-13,886
2016,14,Kobieta,14-18,867
2016,14,Kobieta,19-25,1159
2016,14,Kobieta,26-39,4628
2016,14,Kobieta,40-54,7101
2016,14,Kobieta,55-69,8546
2016,14,Kobieta,70-84,3263
2016,14,Kobieta,85+,964
2016,14,Kobieta,BRAK,<5
2016,15,Mężczyzna,0-13,6995
2016,15,Mężczyzna,14-18,3246
2016,15,Mężczyzna,19-25,4576
2016,15,Mężczyzna,26-39,15916
2016,15,Mężczyzna,40-54,17915
2016,15,Mężczyzna,55-69,17593
2016,15,Mężczyzna,70-84,3622
2016,15,Mężczyzna,85+,400
2016,15,Kobieta,0-13,3595
2016,15,Kobieta,14-18,3218
2016,15,Kobieta,19-25,5288
2016,15,Kobieta,26-39,18091
2016,15,Kobieta,40-54,24797
2016,15,Kobieta,55-69,26816
2016,15,Kobieta,70-84,9198
2016,15,Kobieta,85+,1549
2016,16,Mężczyzna,0-13,1659
2016,16,Mężczyzna,14-18,1027
2016,16,Mężczyzna,19-25,2211
2016,16,Mężczyzna,26-39,7288
2016,16,Mężczyzna,40-54,8296
2016,16,Mężczyzna,55-69,7628
2016,16,Mężczyzna,70-84,1820
2016,16,Mężczyzna,85+,325
2016,16,Mężczyzna,BRAK,<5
2016,16,Kobieta,0-13,605
2016,16,Kobieta,14-18,979
2016,16,Kobieta,19-25,1901
2016,16,Kobieta,26-39,6693
2016,16,Kobieta,40-54,8714
2016,16,Kobieta,55-69,10982
2016,16,Kobieta,70-84,4618
2016,16,Kobieta,85+,1146
2016,PL,Mężczyzna,0-13,64968
2016,PL,Mężczyzna,14-18,31092
2016,PL,Mężczyzna,19-25,47179
2016,PL,Mężczyzna,26-39,164483
2016,PL,Mężczyzna,40-54,198330
2016,PL,Mężczyzna,55-69,183388
2016,PL,Mężczyzna,70-84,44689
2016,PL,Mężczyzna,85+,7604
2016,PL,Mężczyzna,BRAK,10
2016,PL,Kobieta,0-13,27831
2016,PL,Kobieta,14-18,28903
2016,PL,Kobieta,19-25,46981
2016,PL,Kobieta,26-39,163069
2016,PL,Kobieta,40-54,227650
2016,PL,Kobieta,55-69,266754
2016,PL,Kobieta,70-84,112943
2016,PL,Kobieta,85+,26529
2016,PL,Kobieta,BRAK,9
2017,01,Mężczyzna,0-13,5482
2017,01,Mężczyzna,14-18,2867
2017,01,Mężczyzna,19-25,3492
2017,01,Mężczyzna,26-39,11862
2017,01,Mężczyzna,40-54,13224
2017,01,Mężczyzna,55-69,12581
2017,01,Mężczyzna,70-84,3528
2017,01,Mężczyzna,85+,704
2017,01,Mężczyzna,BRAK,<5
2017,01,Kobieta,0-13,2262
2017,01,Kobieta,14-18,2685
2017,01,Kobieta,19-25,3523
2017,01,Kobieta,26-39,11342
2017,01,Kobieta,40-54,14512
2017,01,Kobieta,55-69,18935
2017,01,Kobieta,70-84,9055
2017,01,Kobieta,85+,2684
2017,02,Mężczyzna,0-13,5581
2017,02,Mężczyzna,14-18,2758
2017,02,Mężczyzna,19-25,3062
2017,02,Mężczyzna,26-39,9577
2017,02,Mężczyzna,40-54,11983
2017,02,Mężczyzna,55-69,11763
2017,02,Mężczyzna,70-84,3123
2017,02,Mężczyzna,85+,500
2017,02,Kobieta,0-13,2483
2017,02,Kobieta,14-18,2519
2017,02,Kobieta,19-25,3145
2017,02,Kobieta,26-39,9986
2017,02,Kobieta,40-54,15599
2017,02,Kobieta,55-69,18411
2017,02,Kobieta,70-84,7756
2017,02,Kobieta,85+,1660
2017,03,Mężczyzna,0-13,3160
2017,03,Mężczyzna,14-18,1436
2017,03,Mężczyzna,19-25,2432
2017,03,Mężczyzna,26-39,8888
2017,03,Mężczyzna,40-54,11458
2017,03,Mężczyzna,55-69,10898
2017,03,Mężczyzna,70-84,2390
2017,03,Mężczyzna,85+,400
2017,03,Kobieta,0-13,1388
2017,03,Kobieta,14-18,1435
2017,03,Kobieta,19-25,2414
2017,03,Kobieta,26-39,7627
2017,03,Kobieta,40-54,11547
2017,03,Kobieta,55-69,13921
2017,03,Kobieta,70-84,5807
2017,03,Kobieta,85+,1233
2017,04,Mężczyzna,0-13,1152
2017,04,Mężczyzna,14-18,977
2017,04,Mężczyzna,19-25,1635
2017,04,Mężczyzna,26-39,5940
2017,04,Mężczyzna,40-54,6600
2017,04,Mężczyzna,55-69,5232
2017,04,Mężczyzna,70-84,1187
2017,04,Mężczyzna,85+,196
2017,04,Kobieta,0-13,496
2017,04,Kobieta,14-18,904
2017,04,Kobieta,19-25,1234
2017,04,Kobieta,26-39,4964
2017,04,Kobieta,40-54,6342
2017,04,Kobieta,55-69,6977
2017,04,Kobieta,70-84,2909
2017,04,Kobieta,85+,802
2017,05,Mężczyzna,0-13,3263
2017,05,Mężczyzna,14-18,1707
2017,05,Mężczyzna,19-25,3183
2017,05,Mężczyzna,26-39,11356
2017,05,Mężczyzna,40-54,13837
2017,05,Mężczyzna,55-69,13111
2017,05,Mężczyzna,70-84,3754
2017,05,Mężczyzna,85+,738
2017,05,Kobieta,0-13,1429
2017,05,Kobieta,14-18,1671
2017,05,Kobieta,19-25,3012
2017,05,Kobieta,26-39,10512
2017,05,Kobieta,40-54,16421
2017,05,Kobieta,55-69,20488
2017,05,Kobieta,70-84,10284
2017,05,Kobieta,85+,2974
2017,06,Mężczyzna,0-13,5668
2017,06,Mężczyzna,14-18,2541
2017,06,Mężczyzna,19-25,3813
2017,06,Mężczyzna,26-39,12974
2017,06,Mężczyzna,40-54,17776
2017,06,Mężczyzna,55-69,16097
2017,06,Mężczyzna,70-84,4159
2017,06,Mężczyzna,85+,610
2017,06,Mężczyzna,BRAK,<5
2017,06,Kobieta,0-13,2756
2017,06,Kobieta,14-18,2629
2017,06,Kobieta,19-25,4148
2017,06,Kobieta,26-39,12151
2017,06,Kobieta,40-54,18149
2017,06,Kobieta,55-69,21606
2017,06,Kobieta,70-84,9548
2017,06,Kobieta,85+,2157
2017,06,Kobieta,BRAK,<5
2017,07,Mężczyzna,0-13,11448
2017,07,Mężczyzna,14-18,4483
2017,07,Mężczyzna,19-25,6371
2017,07,Mężczyzna,26-39,22703
2017,07,Mężczyzna,40-54,23506
2017,07,Mężczyzna,55-69,21151
2017,07,Mężczyzna,70-84,6578
2017,07,Mężczyzna,85+,1475
2017,07,Mężczyzna,BRAK,<5
2017,07,Kobieta,0-13,4869
2017,07,Kobieta,14-18,4564
2017,07,Kobieta,19-25,6207
2017,07,Kobieta,26-39,22032
2017,07,Kobieta,40-54,27704
2017,07,Kobieta,55-69,33275
2017,07,Kobieta,70-84,16612
2017,07,Kobieta,85+,4260
2017,07,Kobieta,BRAK,<5
2017,08,Mężczyzna,0-13,1319
2017,08,Mężczyzna,14-18,656
2017,08,Mężczyzna,19-25,1123
2017,08,Mężczyzna,26-39,4281
2017,08,Mężczyzna,40-54,5212
2017,08,Mężczyzna,55-69,4337
2017,08,Mężczyzna,70-84,1359
2017,08,Mężczyzna,85+,186
2017,08,Mężczyzna,BRAK,5
2017,08,Kobieta,0-13,505
2017,08,Kobieta,14-18,679
2017,08,Kobieta,19-25,1060
2017,08,Kobieta,26-39,3634
2017,08,Kobieta,40-54,5281
2017,08,Kobieta,55-69,6371
2017,08,Kobieta,70-84,3419
2017,08,Kobieta,85+,826
2017,08,Kobieta,BRAK,<5
2017,09,Mężczyzna,0-13,3404
2017,09,Mężczyzna,14-18,1469
2017,09,Mężczyzna,19-25,2255
2017,09,Mężczyzna,26-39,9433
2017,09,Mężczyzna,40-54,14731
2017,09,Mężczyzna,55-69,13270
2017,09,Mężczyzna,70-84,2248
2017,09,Mężczyzna,85+,283
2017,09,Mężczyzna,BRAK,<5
2017,09,Kobieta,0-13,1360
2017,09,Kobieta,14-18,1319
2017,09,Kobieta,19-25,2070
2017,09,Kobieta,26-39,7694
2017,09,Kobieta,40-54,13610
2017,09,Kobieta,55-69,14086
2017,09,Kobieta,70-84,5009
2017,09,Kobieta,85+,886
2017,10,Mężczyzna,0-13,1840
2017,10,Mężczyzna,14-18,950
2017,10,Mężczyzna,19-25,1691
2017,10,Mężczyzna,26-39,5973
2017,10,Mężczyzna,40-54,6767
2017,10,Mężczyzna,55-69,6316
2017,10,Mężczyzna,70-84,1931
2017,10,Mężczyzna,85+,450
2017,10,Mężczyzna,BRAK,<5
2017,10,Kobieta,0-13,611
2017,10,Kobieta,14-18,777
2017,10,Kobieta,19-25,1563
2017,10,Kobieta,26-39,5286
2017,10,Kobieta,40-54,7705
2017,10,Kobieta,55-69,9282
2017,10,Kobieta,70-84,5070
2017,10,Kobieta,85+,1488
2017,10,Kobieta,BRAK,<5
2017,11,Mężczyzna,0-13,4259
2017,11,Mężczyzna,14-18,2348
2017,11,Mężczyzna,19-25,3470
2017,11,Mężczyzna,26-39,11345
2017,11,Mężczyzna,40-54,13559
2017,11,Mężczyzna,55-69,11512
2017,11,Mężczyzna,70-84,3079
2017,11,Mężczyzna,85+,583
2017,11,Mężczyzna,BRAK,<5
2017,11,Kobieta,0-13,1606
2017,11,Kobieta,14-18,2291
2017,11,Kobieta,19-25,3655
2017,11,Kobieta,26-39,12448
2017,11,Kobieta,40-54,16344
2017,11,Kobieta,55-69,17302
2017,11,Kobieta,70-84,7662
2017,11,Kobieta,85+,1904
2017,12,Mężczyzna,0-13,7385
2017,12,Mężczyzna,14-18,3874
2017,12,Mężczyzna,19-25,5497
2017,12,Mężczyzna,26-39,19822
2017,12,Mężczyzna,40-54,22224
2017,12,Mężczyzna,55-69,19800
2017,12,Mężczyzna,70-84,5006
2017,12,Mężczyzna,85+,575
2017,12,Mężczyzna,BRAK,<5
2017,12,Kobieta,0-13,2866
2017,12,Kobieta,14-18,3781
2017,12,Kobieta,19-25,5485
2017,12,Kobieta,26-39,19590
2017,12,Kobieta,40-54,26900
2017,12,Kobieta,55-69,30495
2017,12,Kobieta,70-84,11993
2017,12,Kobieta,85+,2137
2017,13,Mężczyzna,0-13,1433
2017,13,Mężczyzna,14-18,1020
2017,13,Mężczyzna,19-25,1681
2017,13,Mężczyzna,26-39,6090
2017,13,Mężczyzna,40-54,7983
2017,13,Mężczyzna,55-69,7135
2017,13,Mężczyzna,70-84,1686
2017,13,Mężczyzna,85+,239
2017,13,Kobieta,0-13,585
2017,13,Kobieta,14-18,849
2017,13,Kobieta,19-25,1222
2017,13,Kobieta,26-39,4802
2017,13,Kobieta,40-54,7299
2017,13,Kobieta,55-69,8605
2017,13,Kobieta,70-84,3745
2017,13,Kobieta,85+,728
2017,14,Mężczyzna,0-13,2139
2017,14,Mężczyzna,14-18,1080
2017,14,Mężczyzna,19-25,1517
2017,14,Mężczyzna,26-39,5874
2017,14,Mężczyzna,40-54,7724
2017,14,Mężczyzna,55-69,6607
2017,14,Mężczyzna,70-84,1342
2017,14,Mężczyzna,85+,260
2017,14,Kobieta,0-13,942
2017,14,Kobieta,14-18,957
2017,14,Kobieta,19-25,1162
2017,14,Kobieta,26-39,4450
2017,14,Kobieta,40-54,6921
2017,14,Kobieta,55-69,8519
2017,14,Kobieta,70-84,3296
2017,14,Kobieta,85+,939
2017,15,Mężczyzna,0-13,6914
2017,15,Mężczyzna,14-18,3241
2017,15,Mężczyzna,19-25,4446
2017,15,Mężczyzna,26-39,15644
2017,15,Mężczyzna,40-54,18052
2017,15,Mężczyzna,55-69,17360
2017,15,Mężczyzna,70-84,3872
2017,15,Mężczyzna,85+,444
2017,15,Kobieta,0-13,3570
2017,15,Kobieta,14-18,3459
2017,15,Kobieta,19-25,5034
2017,15,Kobieta,26-39,17347
2017,15,Kobieta,40-54,24357
2017,15,Kobieta,55-69,25993
2017,15,Kobieta,70-84,9820
2017,15,Kobieta,85+,1730
2017,16,Mężczyzna,0-13,1661
2017,16,Mężczyzna,14-18,1048
2017,16,Mężczyzna,19-25,2175
2017,16,Mężczyzna,26-39,7225
2017,16,Mężczyzna,40-54,8279
2017,16,Mężczyzna,55-69,7488
2017,16,Mężczyzna,70-84,1854
2017,16,Mężczyzna,85+,370
2017,16,Kobieta,0-13,647
2017,16,Kobieta,14-18,1042
2017,16,Kobieta,19-25,1865
2017,16,Kobieta,26-39,6486
2017,16,Kobieta,40-54,8704
2017,16,Kobieta,55-69,10888
2017,16,Kobieta,70-84,4725
2017,16,Kobieta,85+,1206
2017,16,Kobieta,BRAK,<5
2017,PL,Mężczyzna,0-13,65285
2017,PL,Mężczyzna,14-18,31341
2017,PL,Mężczyzna,19-25,45845
2017,PL,Mężczyzna,26-39,163449
2017,PL,Mężczyzna,40-54,198258
2017,PL,Mężczyzna,55-69,182501
2017,PL,Mężczyzna,70-84,46827
2017,PL,Mężczyzna,85+,7987
2017,PL,Mężczyzna,BRAK,13
2017,PL,Kobieta,0-13,28121
2017,PL,Kobieta,14-18,30459
2017,PL,Kobieta,19-25,45689
2017,PL,Kobieta,26-39,158172
2017,PL,Kobieta,40-54,225353
2017,PL,Kobieta,55-69,263278
2017,PL,Kobieta,70-84,116199
2017,PL,Kobieta,85+,27515
2017,PL,Kobieta,BRAK,10
2018,01,Mężczyzna,0-13,5585
2018,01,Mężczyzna,14-18,2805
2018,01,Mężczyzna,19-25,3482
2018,01,Mężczyzna,26-39,11824
2018,01,Mężczyzna,40-54,13296
2018,01,Mężczyzna,55-69,11944
2018,01,Mężczyzna,70-84,3668
2018,01,Mężczyzna,85+,766
2018,01,Kobieta,0-13,2346
2018,01,Kobieta,14-18,2875
2018,01,Kobieta,19-25,3625
2018,01,Kobieta,26-39,11077
2018,01,Kobieta,40-54,14660
2018,01,Kobieta,55-69,18226
2018,01,Kobieta,70-84,9360
2018,01,Kobieta,85+,2690
2018,02,Mężczyzna,0-13,5844
2018,02,Mężczyzna,14-18,2740
2018,02,Mężczyzna,19-25,3121
2018,02,Mężczyzna,26-39,9571
2018,02,Mężczyzna,40-54,11943
2018,02,Mężczyzna,55-69,11624
2018,02,Mężczyzna,70-84,3186
2018,02,Mężczyzna,85+,526
2018,02,Kobieta,0-13,2468
2018,02,Kobieta,14-18,2801
2018,02,Kobieta,19-25,3173
2018,02,Kobieta,26-39,9722
2018,02,Kobieta,40-54,15376
2018,02,Kobieta,55-69,17855
2018,02,Kobieta,70-84,8092
2018,02,Kobieta,85+,1764
2018,03,Mężczyzna,0-13,3228
2018,03,Mężczyzna,14-18,1555
2018,03,Mężczyzna,19-25,2498
2018,03,Mężczyzna,26-39,8999
2018,03,Mężczyzna,40-54,11241
2018,03,Mężczyzna,55-69,10589
2018,03,Mężczyzna,70-84,2578
2018,03,Mężczyzna,85+,429
2018,03,Kobieta,0-13,1459
2018,03,Kobieta,14-18,1662
2018,03,Kobieta,19-25,2654
2018,03,Kobieta,26-39,7920
2018,03,Kobieta,40-54,11625
2018,03,Kobieta,55-69,13916
2018,03,Kobieta,70-84,6313
2018,03,Kobieta,85+,1358
2018,04,Mężczyzna,0-13,1165
